cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Governor,KS-G1,8/2/22,_lite,Laura Kelly,"","","","",Derek Schmidt,"","","",all others,.5387,0,0,0,.4613,0,0,0,0,0,.5387,.4613,.065275,5.338082,966086.5,1145270,790725.3,48.75271,0,0,0,0,47.84711,0,0,0,3.400173,0,6.3902,55.07831,54.13269,0,0,0,0,0,0,0,.9889006,42.5012,41.46722,0,0,0,0,0,0,-21.09543,2089024,.9055977,13.1799,-11.2533,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,IL-G1,8/2/22,_lite,J.B. Pritzker,"","","",Scott Schluter,Darren Bailey,"","","","",.89605,0,0,0,.10395,0,0,0,0,0,.89605,.10395,.01435,.2534108,4473847,5254916,3707487,54.07671,0,0,0,2.22875,43.69454,0,0,0,0,4.457357,0,59.48578,49.11084,0,0,0,0,0,0,.5247717,0,48.66563,38.30053,0,0,0,0,0,0,13.22368,8928145,10.38217,20.92205,-.1781082,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,ID-G1,8/2/22,_lite,Stephen Heidt,"","","","",Brad Little,"","","",all others,.00495,0,0,0,.99505,0,0,0,0,0,.00495,.99505,.002025,.3056099,523494.3,631623.5,417657,29.26066,0,0,0,0,63.43214,0,0,0,7.307197,0,12.29447,37.42554,71.54509,0,0,0,0,0,0,0,3.050035,21.10743,55.23916,0,0,0,0,0,0,-36.76822,1297934,-34.17149,-18.75723,-49.58931,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,IA-G1,8/2/22,_lite,Deidre DeJear,"","","",Rick Stewart,Kim Reynolds,"","","","",.055225,0,0,0,.944775,0,0,0,0,0,.055225,.944775,.0336375,2.281277,1164931,1365794,964454.9,42.01769,0,0,0,2.855861,55.12645,0,0,0,0,5.550464,0,47.32997,60.44034,0,0,0,0,0,0,.7634842,0,36.60582,49.76012,0,0,0,0,0,0,-9.622491,2295209,-13.10876,-2.820761,-23.49608,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,HI-G1,8/2/22,_lite,Josh Green,"","","","",Heidi Haunani Tsuneyoshi,"","","",all others,.930975,0,0,0,.069025,0,0,0,0,0,.930975,.069025,.0087875,1.863411,372572.7,452855.7,292812.4,57.49901,0,0,0,0,38.97442,0,0,0,3.526567,0,6.682042,65.76935,47.11525,0,0,0,0,0,0,0,1.031296,49.36124,30.66004,0,0,0,0,0,0,31.80856,1007469,18.52459,34.83317,2.616064,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,GA-G1,8/2/22,_lite,Stacey Abrams,"","","","",Brian Kemp,"","","",all others,.21785,0,0,0,.78215,0,0,0,0,0,.21785,.78215,.12245,3.019455,3203942,3819676,2603698,46.64323,0,0,0,0,51.26899,0,0,0,2.087788,0,4.21242,50.75729,55.37537,0,0,0,0,0,0,0,.474806,42.51267,47.10662,0,0,0,0,0,0,-7.357742,7356953,-4.625759,3.315983,-12.5148,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,FL-G1,8/2/22,_lite,Charlie Crist,"","","","",Ron DeSantis,"","","",all others,.1273,0,0,0,.8727,0,0,0,0,0,.1273,.8727,.07585,.8175081,7330235,8604976,6083180,44.32257,0,0,0,0,52.46044,0,0,0,3.216998,0,6.158726,49.14521,57.29995,0,0,0,0,0,0,0,.9027352,39.47112,47.54357,0,0,0,0,0,0,-7.44125,1.46e+07,-8.137871,1.08753,-17.34827,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,CT-G1,8/2/22,_lite,Edward Lamont,"","","","",Robert Stefanowski,"","","",all others,.90975,0,0,0,.09025,0,0,0,0,0,.90975,.09025,.0116125,.7419906,1236465,1461433,1015402,53.52377,0,0,0,0,43.31451,0,0,0,3.161717,0,6.052525,58.54514,48.40311,0,0,0,0,0,0,0,.8781297,48.41767,38.21941,0,0,0,0,0,0,12.14246,2618620,10.20926,19.88142,.5001297,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,CO-G1,8/2/22,_lite,Jared Polis,"","","","",Heidi Ganahl,"","","",all others,.85125,0,0,0,.14875,0,0,0,0,0,.85125,.14875,.02145,.7930309,2136936,2508062,1774596,51.63855,0,0,0,0,41.57303,0,0,0,6.788413,0,11.60062,58.31641,48.21006,0,0,0,0,0,0,0,2.725647,44.89249,34.79469,0,0,0,0,0,0,6.733898,4183729,10.06552,22.59849,-2.411978,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,CA-G1,8/2/22,_lite,Gavin Newsom,"","","","",Brian Dahle,"","","","",.98185,0,0,0,.01815,0,0,0,0,0,.98185,.01815,.002375,.0183507,1.02e+07,1.23e+07,8167779,63.55638,0,0,0,0,36.44362,0,0,0,0,0,0,71.4491,44.18952,0,0,0,0,0,0,0,0,55.81048,28.55091,0,0,0,0,0,0,25.74052,2.54e+07,27.11276,42.89819,11.62096,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,AZ-G1,8/2/22,_lite,Katie Hobbs,"","","",Barry Hess,Kari Lake,"","","","",.604625,0,0,0,.395375,0,0,0,0,0,.604625,.395375,.0619375,2.276539,2149478,2563852,1740304,50.26917,0,0,0,1.701326,48.02951,0,0,0,0,3.478704,0,56.02166,53.8098,0,0,0,0,0,0,.3486772,0,44.46271,42.25159,0,0,0,0,0,0,-7.109708,4969373,2.239662,13.61464,-9.143131,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,AR-G1,8/2/22,_lite,Chris Jones,"","","",Ricky Dale Harrington Jr.,Sarah Huckabee Sanders,"","","","",.03205,0,0,0,.96795,0,0,0,0,0,.03205,.96795,.014225,1.351465,831575.7,1008005,657736.6,39.3671,0,0,0,1.250474,59.38243,0,0,0,0,2.628088,0,46.18815,66.33922,0,0,0,0,0,0,.2224001,0,32.42806,52.53019,0,0,0,0,0,0,-31.52285,2180916,-20.01533,-6.48242,-33.8345,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,AL-G1,8/2/22,_lite,Yolanda Rochelle Flowers,"","","","",Kay Ivey,"","","",all others,.009675,0,0,0,.990325,0,0,0,0,0,.009675,.990325,.0037625,.2145655,1385387,1668151,1106080,32.52987,0,0,0,0,63.20522,0,0,0,4.264913,0,7.797466,40.45782,71.05945,0,0,0,0,0,0,0,1.375104,24.64878,55.28778,0,0,0,0,0,0,-29.19992,3459287,-30.67536,-15.22644,-45.96348,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,AK-G1,8/2/22,_lite,Les Gara,"","","",Bill Walker,Mike Dunleavy,Christopher Kurka,"","","",.14675,0,0,0,.66965,.018075,0,0,.165525,0,.14675,.687725,.019425,6.399698,239803.7,284146,196061.9,27.08986,0,0,0,24.1,33.71577,15.09437,0,0,0,31.73096,0,38.29478,42.8692,0,21.6814,0,0,0,0,16.86517,0,15.79557,24.84972,0,8.645243,0,0,0,0,-14.61795,521658,-21.72029,-.7380371,-42.84359,,,,,,,,,,,,,,,,,,,40000,20:53:27  2 Aug 2022
2022,Governor,WY-G1,8/1/22,_lite,Theresa A. Livingston,"","","","",Mark Gordon,"","","","",.00185,0,0,0,.99815,0,0,0,0,0,.00185,.99815,.000825,.4030183,161727.4,196782.3,126981.1,29.83342,0,0,0,0,70.16658,0,0,0,0,0,0,37.60844,77.94948,0,0,0,0,0,0,0,0,22.05052,62.39156,0,0,0,0,0,0,-49.87335,424412,-40.33316,-24.78311,-55.89896,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,WI-G1,8/1/22,_lite,Tony Evers,"","","",Joan Ellis Beglinger,Rebecca Kleefisch,"","","","",.7015,0,0,0,.298475,0,0,0,.000025,0,.7015,.298475,.0465375,1.579712,2327446,2720618,1941226,51.43245,0,0,0,1.770405,46.79714,0,0,0,0,3.628666,0,57.3639,52.68106,0,0,0,0,0,0,.371005,0,45.50491,40.90677,0,0,0,0,0,0,-3.823667,4351464,4.635311,16.30435,-7.011675,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,VT-G1,8/1/22,_lite,Brenda Siegel,"","","",Susan Hatch Davis,Phil Scott,"","","","",.0678,0,0,0,.932175,0,0,0,.000025,0,.0678,.932175,.0200375,6.625497,238934.8,282691.7,195425.5,37.17273,0,0,0,5.870509,56.95676,0,0,0,0,10.15896,0,45.89943,65.69651,0,0,0,0,0,0,2.212303,0,28.4142,48.211,0,0,0,0,0,0,27.77288,503792,-19.78403,-2.94491,-36.61707,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,TX-G1,8/1/22,_lite,Beto O'Rourke,"","","","",Greg Abbott,"","","",all others,.156875,0,0,0,.843125,0,0,0,0,0,.156875,.843125,.0838375,.9407393,7040824,8514980,5601080,42.62456,0,0,0,0,49.94113,0,0,0,7.434314,0,12.49067,47.90999,55.22757,0,0,0,0,0,0,0,3.132383,37.29055,44.55669,0,0,0,0,0,0,-12.90963,1.85e+07,-7.31657,2.131712,-16.68872,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,TN-G1,8/1/22,_lite,J.B. Smiley Jr.,"","","","",Bill Lee,"","","",all others,.009275,0,0,0,.990725,0,0,0,0,0,.009275,.990725,.003825,.173599,1740759,2120096,1374264,28.88923,0,0,0,0,59.34714,0,0,0,11.76363,0,18.14219,37.13232,67.66602,0,0,0,0,0,0,0,6.052622,20.43432,50.96896,0,0,0,0,0,0,-29.21185,4750229,-30.4579,-15.12688,-45.90176,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,SD-G1,8/1/22,_lite,Jamie Smith,"","","",Tracey Quint,Kristi Noem,"","","","",.010275,0,0,0,.9897,0,0,0,.000025,0,.010275,.9897,.0039,1.095251,281323,336828.7,227200.3,33.00259,0,0,0,3.900762,63.09665,0,0,0,0,7.292954,0,40.95904,71.01767,0,0,0,0,0,0,1.183044,0,25.04813,55.19252,0,0,0,0,0,0,-32.01005,647453,-30.09407,-14.53979,-45.59247,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,SC-G1,8/1/22,_lite,Joe Cunningham,"","","","",Henry McMaster,"","","",all others,.02685,0,0,0,.97315,0,0,0,0,0,.02685,.97315,.010125,.538924,1484301,1795161,1176088,35.84906,0,0,0,0,60.1201,0,0,0,4.030834,0,7.430404,43.83523,67.97544,0,0,0,0,0,0,0,1.269946,27.93044,52.14708,0,0,0,0,0,0,-18.29783,3897996,-24.27104,-8.678867,-39.61577,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,RI-G1,8/1/22,_lite,Daniel J. McKee,"","","","",Ashley Kalus,"","","",all others,.8981,0,0,0,.1019,0,0,0,0,0,.8981,.1019,.013025,3.283845,313364.2,377734.7,249831.1,55.62317,0,0,0,0,40.2696,0,0,0,4.107239,0,7.574953,63.67923,48.19983,0,0,0,0,0,0,0,1.307108,47.62767,32.23479,0,0,0,0,0,0,23.66066,794970,15.35357,30.96841,-.149086,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,PA-G1,8/1/22,_lite,Josh Shapiro,"","","","",Douglas V. Mastriano,"","","",all others,.85475,0,0,0,.14525,0,0,0,0,0,.85475,.14525,.0206,.3579021,4547339,5376044,3730468,52.67481,0,0,0,0,45.16495,0,0,0,2.160244,0,4.341455,57.43933,49.90102,0,0,0,0,0,0,0,.4928647,47.87297,40.33022,0,0,0,0,0,0,-2.976064,9742133,7.509861,16.80319,-1.732752,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,OR-G1,8/1/22,_lite,Tina Kotek,"","","","",Christine Drazan,"","","",all others,.722,0,0,0,.278,0,0,0,0,0,.722,.278,.043275,2.150902,1589538,1865037,1316880,46.9932,0,0,0,0,42.21579,0,0,0,10.79101,0,16.94599,53.02636,48.23698,0,0,0,0,0,0,0,5.367815,40.7662,36.03467,0,0,0,0,0,0,10.62213,3113975,4.777405,15.34935,-5.797487,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
2022,Governor,OK-G1,8/1/22,_lite,Joy Hofmeister,"","","","",Kevin Stitt,"","","",all others,.02095,0,0,0,.97905,0,0,0,0,0,.02095,.97905,.0113375,.827627,1082274,1314173,855266,36.8228,0,0,0,0,56.78761,0,0,0,6.38959,0,10.99863,43.24636,63.24751,0,0,0,0,0,0,0,2.478903,30.31584,50.2667,0,0,0,0,0,0,-36.97133,2842656,-19.9648,-7.953526,-32.04906,,,,,,,,,,,,,,,,,,,40000,20:39:38  1 Aug 2022
